State,N,P,K,temperature,rainfall,ph,Crop,Yield
Goa,47,100,69,30.625738224294835,166.78135430801376,7.21,Wheat,9.01
West Bengal,38,80,58,29.358195410498436,258.9381831131717,7.3,Rice,11.46
Nagaland,77,44,82,31.74724467940164,52.54482824241842,7.69,Cotton,6.29
Jharkhand,80,95,90,31.67341997429915,50.497143051826484,6.66,Cotton,6.28
Kerala,103,25,54,28.13919129502455,247.1863940924411,7.0,Rice,12.29
Assam,82,89,139,34.336018246679686,242.93883140712262,7.16,Rice,12.36
Nagaland,26,30,70,25.447814348199497,177.17597510668855,8.0,Cotton,8.38
Manipur,86,41,128,24.250803067724163,135.9361969706873,6.36,Rice,8.22
Punjab,101,88,58,15.512800156319614,101.44615130640778,5.89,Wheat,6.61
Chhattisgarh,43,21,114,24.28107989170922,129.24405805737453,5.81,Rice,7.17
Gujarat,101,48,49,28.549324947385983,116.33809382883518,5.5,Cotton,8.37
Madhya Pradesh,114,65,38,26.679395360837038,169.83343212197286,8.34,Cotton,10.04
Sikkim,71,13,60,32.84263827147893,115.51947048115932,7.63,Maize,8.17
Bihar,116,10,81,26.77098445320833,108.05678777086897,6.54,Rice,8.24
Sikkim,82,99,139,21.93087574569669,101.2336457651493,5.9,Maize,6.87
West Bengal,69,87,148,27.14998883319031,227.96756864351727,8.09,Rice,10.93
Nagaland,104,10,109,22.40142507532719,189.5419996670595,6.99,Rice,10.01
Karnataka,98,12,131,30.81499781322696,122.18873358763754,8.01,Maize,8.71
Uttar Pradesh,30,38,78,15.062198179486892,107.09165329237692,5.8,Wheat,5.32
Madhya Pradesh,109,91,144,21.80722581695227,146.57850608399116,7.38,Wheat,8.76
Meghalaya,56,33,40,34.79555778803282,70.84392259061003,6.71,Maize,6.72
Gujarat,70,42,72,32.062067442050136,53.81224315107907,7.08,Cotton,6.22
Odisha,33,89,50,27.637262813801012,92.47880586665518,8.26,Wheat,6.2
Himachal Pradesh,33,14,51,33.807521749567165,59.19031777414643,6.42,Maize,5.82
Uttar Pradesh,92,45,62,24.167341299878718,70.05644140965715,5.97,Wheat,6.36
Mizoram,105,96,96,25.185948524926246,91.6404672659926,8.35,Cotton,7.37
Assam,96,92,122,30.944398394104475,293.1721480173435,7.35,Rice,13.81
Gujarat,77,36,29,25.784587517780274,77.76523142916946,6.01,Cotton,6.45
Nagaland,68,11,141,27.36037547690351,201.89389417123977,7.32,Rice,10.15
Gujarat,48,29,33,36.73538364318432,112.8864246378138,6.75,Cotton,8.02
Goa,31,96,129,26.17355963402516,248.82495366123106,5.94,Sugarcane,10.7
Andhra Pradesh,74,73,44,28.778831917165654,55.737351274202936,5.78,Sugarcane,6.03
Karnataka,33,18,107,31.80323797546684,141.1125334357035,8.31,Maize,8.07
Odisha,60,72,113,20.50946427969916,102.2881954100074,8.33,Rice,6.32
Tripura,62,75,113,31.292556975351225,165.87869634081488,5.93,Cotton,9.35
Tamil Nadu,46,71,127,27.838064326172997,119.65841896628801,7.85,Maize,7.29
Tamil Nadu,97,73,107,32.491025739705755,71.15618865276795,6.94,Maize,7.32
Mizoram,51,64,67,27.915060730615167,87.96183400596752,5.63,Maize,6.45
Jharkhand,49,43,140,26.14059823104498,133.52037121311685,6.91,Cotton,7.6
Himachal Pradesh,107,93,68,25.729790739582675,67.96784115336976,8.34,Wheat,6.75
Himachal Pradesh,115,61,98,22.00482199834372,85.47606323086009,7.68,Cotton,7.06
Tripura,41,65,144,31.640096986907235,147.92343096438563,6.07,Maize,8.42
Tamil Nadu,39,84,127,32.6258143316345,151.09763531751736,7.38,Maize,8.58
Chhattisgarh,30,35,139,24.505853162317962,223.79892712530443,6.73,Sugarcane,9.76
Mizoram,54,33,26,33.48331882364373,243.9862775398501,6.55,Maize,11.75
Meghalaya,71,61,139,29.043292409009535,168.05880601454993,8.29,Cotton,9.37
Haryana,55,52,74,29.18463759254533,88.64660921044253,7.52,Wheat,6.68
Nagaland,66,65,32,33.88534153162344,165.4283077457008,6.7,Cotton,9.67
Himachal Pradesh,120,75,48,34.78724228922071,216.42864582259665,6.82,Wheat,12.37
Sikkim,75,74,148,22.40260264139813,127.92397471233996,6.41,Cotton,7.58
Goa,113,71,38,33.97730269065816,62.69562840371836,7.52,Rice,7.54
Gujarat,80,46,149,31.575942281444135,40.83721603135517,6.43,Cotton,5.98
Sikkim,90,70,36,24.860215284118084,126.69841271192581,7.95,Cotton,8.09
Uttarakhand,70,68,38,28.684547972341427,140.08876629516192,6.37,Sugarcane,8.47
Meghalaya,23,65,98,23.84667716646963,57.357591267651145,6.19,Sugarcane,4.57
Jharkhand,101,11,33,26.534090691069466,183.85065550062433,8.25,Maize,10.19
Nagaland,98,74,134,25.832258198948733,205.3421260243257,5.85,Sugarcane,10.7
Punjab,71,77,17,19.618564676041615,69.64500491545876,6.71,Wheat,5.47
Karnataka,28,94,107,30.248199244193017,132.94143821811818,6.75,Maize,7.57
Karnataka,98,53,92,30.044620734631973,165.85541406154007,7.2,Maize,9.94
Tripura,36,68,38,34.556873512390865,171.75782384772526,7.46,Sugarcane,9.33
Nagaland,58,88,15,23.330538451358137,166.5745590378706,7.75,Cotton,8.49
Uttar Pradesh,43,85,97,15.5381752432111,64.58918638806618,8.08,Wheat,4.35
Karnataka,65,98,67,28.463086082123766,93.72886621016974,7.69,Maize,6.96
Uttar Pradesh,29,53,135,24.328926306340016,54.21657597683358,8.19,Wheat,4.64
Punjab,83,43,22,25.49792029334957,146.30111692107266,7.34,Wheat,8.6
Jharkhand,88,16,101,20.24211515807398,233.3265547237433,8.43,Rice,10.78
Jharkhand,26,36,59,28.33758930640755,223.15138007009222,5.75,Maize,10.05
West Bengal,99,57,45,28.457499604103273,255.1001763360178,5.98,Rice,12.48
Assam,77,44,74,29.550099295284404,304.6974794357941,8.15,Rice,13.64
Punjab,29,24,97,17.60277933294516,57.180544154295134,6.3,Wheat,4.06
Rajasthan,48,19,61,29.286179771899498,69.01753949412297,7.61,Maize,5.96
Telangana,104,17,50,28.766020941870824,122.68099705788794,6.16,Maize,8.64
Odisha,81,97,22,30.714517050205394,149.48175736460618,5.8,Cotton,9.18
Punjab,109,79,72,20.580213746709134,118.35295638757711,7.44,Wheat,7.79
Madhya Pradesh,75,59,113,21.474014929592443,57.540778342823096,6.14,Cotton,5.37
Uttar Pradesh,96,69,20,29.920317296026454,54.92124496399906,8.45,Wheat,6.56
Assam,112,40,87,30.75514941452301,267.8346321403085,5.54,Rice,13.35
Himachal Pradesh,50,54,137,25.91101888680686,145.67840238948514,7.06,Cotton,7.96
West Bengal,97,67,26,31.211822197037304,255.15980432518703,6.0,Rice,12.72
West Bengal,96,63,61,30.901459771467138,223.53825321169526,6.72,Rice,11.72
Haryana,32,57,49,20.590965088710004,92.81218861769011,8.14,Wheat,5.48
Himachal Pradesh,101,25,69,31.310548428227772,145.2922313909657,7.15,Sugarcane,9.51
Rajasthan,88,59,138,30.517448263089797,249.7969483567255,5.63,Cotton,12.31
Nagaland,58,54,101,21.91476200365828,226.10558273504944,5.82,Sugarcane,10.13
Bihar,60,52,93,30.25399444062787,227.5767311672807,7.05,Sugarcane,11.05
Tamil Nadu,59,88,41,34.465233988180735,72.02097427729167,6.03,Maize,6.79
Himachal Pradesh,116,85,136,33.29251539203453,145.85410964875638,5.8,Maize,10.02
Telangana,66,58,67,31.301647380868687,175.67936724320765,7.31,Maize,9.72
Uttar Pradesh,22,56,31,25.173719626904603,133.96096194982368,8.39,Wheat,6.98
Jharkhand,21,85,86,33.914250744757844,50.354849244810616,8.33,Sugarcane,5.32
Odisha,25,38,72,32.538727080918754,125.54969356035247,7.58,Sugarcane,7.52
Maharashtra,30,36,19,35.39884934339488,64.84799196691998,5.8,Cotton,6.09
Uttar Pradesh,101,24,96,16.506388117296293,50.511256220550926,7.29,Wheat,5.19
Uttar Pradesh,32,85,85,17.451909411998336,127.85584513013262,6.53,Wheat,6.22
Arunachal Pradesh,29,87,59,24.27030970163388,195.1313227154512,6.55,Sugarcane,8.86
Nagaland,69,69,144,34.83199577644886,172.7929673606909,6.41,Wheat,10.05
Goa,114,88,131,27.85755198505392,114.87885597050322,6.0,Rice,8.51
West Bengal,46,30,133,32.658239931960736,291.45345674762757,6.32,Rice,12.93
Karnataka,76,80,140,25.338555095913108,101.41127544543282,7.1,Maize,7.1
Assam,80,29,39,28.359881691010656,308.1531531593635,5.53,Rice,13.68
Assam,58,22,26,28.97835751271318,330.87156204686954,7.25,Rice,13.98
West Bengal,120,51,21,27.801203396218316,209.07409962888187,6.41,Rice,11.45
Arunachal Pradesh,65,97,135,28.79970946444555,245.15638566996245,7.84,Wheat,11.53
Madhya Pradesh,55,60,38,24.86204541594282,77.2698553928129,5.94,Maize,5.9
Tripura,53,51,119,28.285610391362376,152.34445468685843,6.69,Wheat,8.46
Nagaland,72,47,118,34.66545286348776,84.40528389132041,7.4,Rice,7.44
Tripura,101,56,131,25.261582952588515,196.38866240457392,5.74,Sugarcane,10.44
Andhra Pradesh,83,71,60,28.072645593329607,72.29505834304284,8.34,Maize,6.64
Assam,59,76,21,33.510101437317914,328.1803226199846,8.12,Rice,14.38
Haryana,31,44,104,23.54412603971393,149.1025703607771,5.89,Wheat,7.45
Kerala,54,75,103,31.403563494608,251.2806843143234,8.03,Rice,11.76
Kerala,102,39,82,29.047058419195345,277.1068484850102,6.49,Rice,13.26
Telangana,52,98,76,34.75216474308476,112.58954307352546,7.29,Maize,7.89
Tripura,100,42,116,33.408058377694466,97.18881339359896,8.02,Rice,8.26
Maharashtra,50,89,93,34.437128054072645,43.35190845822525,8.0,Cotton,5.74
Telangana,41,45,97,33.19274829295901,74.5262768897912,7.15,Maize,6.38
Manipur,116,21,41,21.660050910593032,186.05866003789748,5.97,Sugarcane,10.07
Gujarat,93,18,14,35.613186036760155,84.95708623718441,7.66,Cotton,7.97
Tamil Nadu,67,16,95,33.866737882240415,170.96025915304722,7.49,Maize,9.86
Gujarat,49,47,97,27.6306946621998,81.6583071502547,5.5,Cotton,6.19
Uttar Pradesh,111,90,127,22.573133052138235,127.0581097073537,6.37,Wheat,8.29
Meghalaya,104,15,77,25.61663054230446,77.95290836416864,7.2,Cotton,6.98
Madhya Pradesh,64,43,25,31.235592480241795,55.276161905746534,6.91,Cotton,6.06
Tamil Nadu,103,97,104,33.96461884044281,112.24667990084328,7.82,Maize,8.82
Nagaland,76,85,148,30.442608880342547,75.03198526787543,7.93,Cotton,6.82
Manipur,53,57,92,24.861598510108443,63.40544708128579,6.55,Rice,5.45
Goa,75,60,58,33.30710456704149,168.69586853342457,7.43,Maize,9.89
Assam,68,72,13,33.59039864578165,248.932209458698,7.49,Rice,12.19
Kerala,59,13,39,31.698608615901648,253.51298169487816,6.36,Rice,11.96
Tripura,84,49,99,33.90435338893572,119.82131988407257,7.37,Wheat,8.67
Punjab,91,90,140,27.331508035162837,102.13581420759766,6.01,Wheat,7.62
Himachal Pradesh,70,23,25,23.374041439206596,192.23662112354407,7.93,Sugarcane,9.5
West Bengal,120,37,44,25.286865138980765,260.06765054360665,5.51,Rice,12.73
Odisha,40,66,66,20.23567486711021,213.7897465966113,8.47,Cotton,9.24
Uttar Pradesh,24,94,75,26.473466509525487,117.08502904248607,8.24,Wheat,6.64
Nagaland,95,30,144,28.372025997617808,175.40315662959108,8.48,Sugarcane,10.0
Madhya Pradesh,101,59,80,34.628187439542,74.67920289901475,5.58,Wheat,7.72
Goa,95,87,131,28.25826286053941,168.87576950570428,6.17,Rice,9.79
West Bengal,67,47,38,34.09212420269819,255.90655323405923,6.73,Rice,12.43
Maharashtra,53,22,41,34.52601045191055,58.17862683649291,7.98,Cotton,6.26
Mizoram,45,74,96,27.59515017783907,87.87076016621339,8.36,Cotton,6.3
Gujarat,98,66,36,36.91890230577008,93.46067688780182,6.51,Cotton,8.46
Karnataka,107,87,134,29.28780434897851,123.16144831055101,6.01,Maize,8.76
Himachal Pradesh,107,27,79,24.775262325395634,164.18796857843734,6.63,Cotton,9.54
Nagaland,27,76,27,22.066438996262985,172.28257862514565,6.51,Rice,7.92
Nagaland,103,68,123,32.1892433392008,53.28344095508384,8.15,Maize,6.88
Jharkhand,108,76,89,20.671178262626803,208.065822603189,7.4,Wheat,10.47
Madhya Pradesh,61,89,39,27.585841205826075,109.86965831222209,8.25,Cotton,7.27
Meghalaya,69,82,91,25.845177540141975,87.26381658922884,6.26,Maize,6.58
Manipur,118,28,144,31.548275116839125,206.33025864845123,5.75,Rice,11.7
Chhattisgarh,30,20,128,23.180257052864317,217.14797836532472,7.28,Cotton,9.43
Manipur,58,55,36,21.40331689890131,159.34433249674709,6.63,Wheat,8.08
Tripura,72,64,43,20.587284541813748,116.27768596479962,7.74,Maize,6.99
Tamil Nadu,38,74,87,33.32355476901018,99.09032080778245,5.93,Maize,7.07
Telangana,23,51,116,30.399310758048365,154.7306322151271,7.91,Maize,8.14
Andhra Pradesh,118,42,16,24.88018354190351,83.57564909489605,8.12,Cotton,7.36
Haryana,21,72,59,29.527747484348527,54.812239029615014,8.14,Wheat,5.02
Assam,22,25,23,28.931098800950334,334.95981927222806,7.52,Rice,13.38
Maharashtra,107,98,67,25.241302499351402,65.36969805801478,7.76,Cotton,6.63
Telangana,117,68,31,28.931323995907448,83.96252580884166,6.46,Maize,7.75
Goa,82,25,147,32.531652001084474,98.74037990153391,6.43,Cotton,7.86
West Bengal,42,80,62,31.27084649235562,239.38651469174764,6.16,Rice,11.15
Bihar,95,100,68,29.094487560814038,126.80628555046185,8.43,Rice,8.61
Odisha,60,40,99,22.825000352654378,163.3607264683347,7.98,Cotton,8.38
Himachal Pradesh,67,23,45,29.722264482409816,227.6431041105634,5.52,Rice,11.14
Gujarat,32,26,31,35.16540866432899,101.13133306314415,5.79,Cotton,7.19
Goa,77,56,76,26.000052713196162,142.59573733328506,7.38,Rice,8.42
Manipur,59,76,100,28.79887884364435,89.13867293667897,6.25,Sugarcane,6.73
Arunachal Pradesh,86,51,91,24.888971207276793,206.9945444700544,6.27,Sugarcane,10.42
Nagaland,44,68,84,32.17379230963177,214.9786680011406,6.95,Rice,10.55
Goa,47,38,95,34.050080796147874,113.14077960880098,5.71,Rice,7.74
Madhya Pradesh,93,88,142,25.03803041609472,219.4327646231732,8.37,Cotton,10.95
Kerala,50,60,102,33.03768918093619,219.79486798055126,7.99,Rice,10.9
Meghalaya,109,96,144,24.804746004745688,144.52631100453155,6.99,Wheat,9.0
Kerala,56,67,14,30.146677286040266,230.07650039041212,6.08,Rice,11.04
Haryana,53,73,65,26.49654283160472,141.29635851493833,5.74,Wheat,7.95
Arunachal Pradesh,102,32,130,27.933343534679043,203.00950605964525,5.72,Maize,10.92
Chhattisgarh,44,70,14,26.224289071734987,83.5512224847852,6.24,Rice,6.01
Nagaland,30,91,98,22.274096167239122,203.55679496394671,6.12,Cotton,8.93
Rajasthan,80,59,79,26.807795022797354,199.88979291396652,8.12,Cotton,10.28
Andhra Pradesh,95,91,148,25.213015559290294,246.16635097949288,5.86,Sugarcane,11.81
Nagaland,113,60,43,23.9376278205386,211.2492043458377,8.18,Cotton,10.99
Rajasthan,47,86,88,31.182827824270547,110.45316564610887,7.73,Maize,7.37
Uttarakhand,27,63,95,26.42373756871055,212.66070578320088,5.93,Sugarcane,9.56
Telangana,113,34,83,32.83687263103778,98.15690466737499,7.18,Maize,8.49
Chhattisgarh,64,97,14,29.459770965570122,198.80719748688193,7.31,Maize,10.19
Goa,42,68,89,24.40983192294459,155.4396225856766,7.95,Cotton,7.94
Chhattisgarh,98,80,145,31.72376187736802,52.08379717064246,6.14,Cotton,6.69
Manipur,79,75,91,22.441581556400617,92.70670912095991,6.41,Rice,6.61
West Bengal,112,37,93,27.18887554372965,268.119570702953,8.24,Rice,13.0
Kerala,50,35,16,30.990948800827148,240.9179224380081,6.36,Rice,11.33
Odisha,81,15,142,23.47962829445956,64.53883756509103,6.25,Sugarcane,5.9
Kerala,90,78,142,34.40306874681147,349.20681679531276,8.24,Rice,15.72
Madhya Pradesh,23,81,48,29.542904168823792,62.83026531432052,6.82,Maize,5.3
Punjab,59,67,36,21.721996176527913,89.08352204096474,6.71,Wheat,6.02
Arunachal Pradesh,64,15,37,21.674848369294786,249.22394119368988,7.56,Sugarcane,10.92
Karnataka,57,94,129,25.12706440279303,184.96406098237017,5.81,Maize,9.2
Nagaland,41,42,120,34.17227261813697,59.381567047855555,7.1,Maize,6.02
Assam,97,71,52,27.37605583292045,270.58505260578625,6.19,Rice,12.8
Bihar,66,39,79,21.016181371965505,62.16086411378483,7.04,Cotton,5.29
Karnataka,115,65,104,28.75412045059746,155.2765490589611,7.22,Maize,9.83
West Bengal,24,92,72,25.88747075179264,214.69457992102198,5.88,Rice,9.51
Jharkhand,59,50,101,33.126309736492615,144.5536579865464,8.32,Maize,8.83
Tamil Nadu,116,10,102,30.19353430297403,169.56146940430256,7.89,Maize,10.43
Uttar Pradesh,74,87,101,15.503825729679487,88.0418826202374,8.39,Wheat,5.67
Manipur,90,96,88,24.193864263271394,95.43646728890234,6.57,Sugarcane,7.08
Goa,69,49,138,25.429015933518752,169.37385430264618,6.02,Cotton,9.0
Kerala,67,28,38,26.529545911404554,282.4210824683413,7.05,Rice,12.47
Chhattisgarh,88,59,37,24.21820294565025,181.01099126817175,7.04,Cotton,9.61
Uttar Pradesh,45,91,147,26.50645049162672,66.87090983375941,6.98,Wheat,5.56
West Bengal,100,33,140,25.89170489682039,314.7975673750791,7.24,Rice,14.03
Haryana,71,49,126,29.471205749102936,118.1706671198315,7.55,Wheat,7.91
Punjab,97,89,101,19.489200545794834,116.54151296866402,5.97,Wheat,7.39
Tamil Nadu,64,46,98,31.84461329706832,172.05781186226707,5.67,Maize,9.63
Manipur,92,32,115,29.426074409508733,227.16094104897508,6.11,Rice,11.6
Chhattisgarh,35,95,113,20.750330369209692,126.49540001600921,6.48,Sugarcane,6.57
Kerala,20,59,117,32.718835634216184,342.92669918794735,6.89,Rice,13.96
Meghalaya,74,28,122,24.711404544567557,227.0372803958912,5.96,Rice,10.76
Goa,108,38,113,30.44554952435565,221.20947154256646,5.7,Wheat,11.84
Rajasthan,31,94,39,26.967430963229596,94.13627964896187,6.5,Wheat,6.14
Jharkhand,113,93,107,34.49626912663196,118.12317605098708,5.81,Maize,9.25
Madhya Pradesh,54,81,137,30.70460126380035,82.08406460079931,6.19,Cotton,6.61
Telangana,40,11,150,33.89297416127737,152.70990803633904,7.13,Maize,8.77
Gujarat,30,44,143,35.201095506128695,49.02824370842842,6.62,Cotton,5.59
Chhattisgarh,39,67,124,26.021938174716098,199.3999892624762,8.08,Cotton,9.36
Uttar Pradesh,60,20,47,17.006792918920844,126.10457230307355,8.31,Wheat,6.68
Gujarat,66,36,117,28.18446262391904,32.42015299561304,5.73,Cotton,5.11
Telangana,115,56,146,29.29286534729781,157.37934324882482,6.68,Maize,9.95
Tamil Nadu,116,13,37,31.527473471574822,62.13337313528152,5.57,Maize,7.34
Kerala,99,61,62,26.118746331989353,343.88373423954516,7.02,Rice,14.91
Haryana,45,24,143,24.238388316093015,55.1728764259278,7.8,Wheat,4.98
Telangana,35,28,48,25.89940609918419,90.5789682233684,5.85,Maize,6.01
Sikkim,84,89,42,24.6875692605917,197.41091980942358,6.09,Maize,10.07
Andhra Pradesh,109,38,55,34.269901768968204,61.40212997328736,6.17,Maize,7.45
Himachal Pradesh,110,73,68,22.762675746362405,245.32628144109464,7.9,Maize,11.84
Mizoram,72,73,57,32.580079039142205,51.926289752033796,6.34,Rice,6.26
Arunachal Pradesh,54,79,69,34.22657835255357,116.76730613944048,5.59,Cotton,8.01
Jharkhand,117,97,149,23.29078826964575,214.63940928067387,6.38,Wheat,11.11
Sikkim,23,15,142,33.68568650746284,145.2495589307186,8.01,Cotton,8.19
Jharkhand,116,97,78,25.000164414228916,90.24052347236045,7.73,Maize,7.53
Telangana,63,53,86,33.8997957707287,97.19502678796039,6.65,Maize,7.57
Meghalaya,39,25,56,34.20793889068898,100.597307095726,5.82,Maize,7.22
Himachal Pradesh,92,26,59,33.02110650013562,232.28470369349597,8.44,Maize,12.11
Tamil Nadu,86,86,25,33.52636877098779,194.60089670652712,5.63,Maize,10.91
Manipur,73,71,140,25.048583543930764,196.81274536830088,6.22,Wheat,9.87
Haryana,99,70,34,23.624619501851484,140.15951964303474,8.08,Wheat,8.55
Meghalaya,58,56,60,29.57574732460547,77.8874709827251,6.7,Wheat,6.45
Manipur,111,96,93,22.382919975540798,122.41482169053992,7.21,Cotton,8.13
Bihar,115,49,142,34.77648296357924,183.930643479544,7.29,Wheat,11.3
West Bengal,105,55,137,33.997158693725396,300.28075206391514,7.58,Rice,14.51
Punjab,91,31,64,19.167474877165013,144.37704407143008,5.65,Wheat,8.07
Odisha,68,49,49,28.95581092823675,66.5770318348055,7.99,Rice,6.25
Karnataka,35,95,42,26.94556683998607,66.91082514663961,6.2,Maize,5.4
Goa,116,27,62,24.89889686169778,140.03053011122807,8.13,Rice,9.01
Goa,46,85,63,25.382326955420687,102.71548593356555,7.86,Maize,6.54
Uttarakhand,94,84,72,29.991533044089536,135.844314568626,7.89,Sugarcane,8.95
Kerala,111,31,140,26.633673969704454,343.33855900289916,5.84,Rice,15.18
Assam,53,72,91,28.35499028088957,298.1723502994188,7.08,Rice,12.84
West Bengal,119,83,94,29.89610138317782,258.95294665519793,6.29,Rice,13.14
Himachal Pradesh,81,95,12,24.35398314790875,147.28469141458618,7.07,Wheat,8.47
Gujarat,57,60,70,26.656293039951176,46.09014312071095,7.82,Cotton,5.19
Assam,39,52,82,27.228512237984553,349.8048940942001,5.84,Rice,14.0
Punjab,77,77,74,23.67090538709695,113.53044607391067,8.49,Wheat,7.31
Gujarat,82,100,128,37.984265995225,75.91890284060969,8.47,Cotton,7.72
Kerala,32,30,70,30.135176968664606,216.92816617495635,6.49,Rice,10.16
Gujarat,30,74,39,27.36360888433607,72.95372571622204,8.01,Cotton,5.52
Jharkhand,106,61,120,24.73671971790627,107.6524522707975,7.44,Cotton,7.82
Haryana,110,57,63,28.034846409115257,139.2618587919012,5.76,Wheat,9.18
Nagaland,69,65,150,30.16685689721269,115.59843959000288,6.18,Maize,7.86
Tamil Nadu,87,93,110,33.29592925218217,140.892295884915,6.31,Maize,9.3
Uttar Pradesh,114,66,113,28.748745920493626,108.31459020464702,8.03,Wheat,8.4
Assam,106,62,53,25.47517061341996,324.03486039402185,8.03,Rice,14.39
Manipur,65,54,38,33.44328988604562,201.25377905982168,6.94,Cotton,10.68
Nagaland,43,96,100,21.36708157398906,181.13836317001787,6.62,Rice,8.43
Jharkhand,103,46,90,23.46554486375397,70.33152318414562,6.21,Maize,6.52
Odisha,39,94,144,33.70034223422479,167.4027060445819,7.24,Cotton,9.17
Punjab,75,57,72,15.830137536379398,106.55681026614522,7.21,Wheat,6.28
Odisha,40,96,136,26.73194040112854,238.4433391976294,6.67,Maize,10.63
Himachal Pradesh,33,90,79,33.70727071036424,189.16785589354924,7.6,Maize,9.71
West Bengal,51,13,100,27.362884642189425,330.3415111995397,5.76,Rice,13.67
Tripura,72,50,125,27.68784412017132,245.89814923354837,6.04,Sugarcane,11.59
Uttar Pradesh,95,33,26,21.370549032374385,116.02047885922289,6.02,Wheat,7.52
Tamil Nadu,30,77,95,26.97159978070397,156.8491660466246,6.47,Maize,8.0
Punjab,110,59,128,26.747972526846002,88.16277480215294,6.5,Wheat,7.52
Uttar Pradesh,26,12,118,27.660979128256827,81.90581847326689,5.57,Wheat,5.74
Maharashtra,82,91,137,33.589722772753085,41.38160080148451,7.85,Cotton,6.24
West Bengal,30,92,23,34.145268164066756,294.9237523201274,8.27,Rice,12.86
Arunachal Pradesh,36,81,51,33.980634964597826,159.27170652605938,5.59,Rice,8.9
Mizoram,60,46,100,22.95295919991989,98.33034365010533,6.76,Sugarcane,6.45
Sikkim,36,79,103,31.60993477789154,54.5543056430833,6.13,Rice,5.52
Uttar Pradesh,25,90,56,20.119306783870584,99.35468365371153,5.52,Wheat,5.49
Sikkim,107,61,33,28.193182232328972,226.24278813124323,6.35,Maize,11.75
Tripura,64,58,138,21.823424387481772,162.90551932785377,7.55,Wheat,8.35
Arunachal Pradesh,65,85,48,29.99641541111861,214.13614719854894,8.15,Maize,10.72
Uttar Pradesh,106,40,133,23.980271448957133,140.36391459940495,6.03,Wheat,8.73
Telangana,106,58,46,26.485520691270917,191.59646052518713,5.89,Maize,10.52
Goa,77,23,81,24.51182131225869,180.18152843615144,7.14,Wheat,9.4
Gujarat,26,28,20,36.52267124736224,116.3070125864865,7.03,Cotton,7.66
Arunachal Pradesh,23,12,18,32.8022528460586,195.85662408597238,7.91,Rice,9.62
Odisha,101,51,138,29.557221928621935,95.2207070948331,6.08,Cotton,7.83
Himachal Pradesh,55,20,87,23.116503493163304,137.45445105406776,5.95,Rice,7.54
Gujarat,27,34,35,25.040587504256152,59.23710001927192,7.4,Cotton,4.82
Chhattisgarh,36,19,142,29.518416535147722,187.5539118532873,7.26,Wheat,9.3
Mizoram,76,21,81,32.507336368807806,97.686631627609,8.05,Wheat,7.7
Goa,42,45,46,23.856329944180874,141.91138067932303,6.79,Rice,7.48
Goa,26,35,110,29.563265717685503,60.41277660116431,7.32,Sugarcane,5.29
Uttar Pradesh,67,84,41,21.494971141187747,69.03322414512392,7.52,Wheat,5.56
Chhattisgarh,73,23,107,29.707688706624666,191.62235094768002,5.77,Cotton,10.18
Haryana,114,88,83,22.358515428215824,79.5295567625714,8.14,Wheat,6.9
Kerala,71,69,108,25.906272063002923,339.13113624907714,7.55,Rice,14.18
Telangana,32,74,140,27.718763418985176,82.07373409959008,6.76,Maize,5.87
Haryana,112,96,113,20.458664005258075,63.57557892780032,5.87,Wheat,6.19
Jharkhand,107,25,13,27.745298588229126,171.32072059956718,6.17,Maize,10.05
Kerala,40,19,131,33.64734158679673,268.5941335822637,8.38,Rice,12.22
Mizoram,53,45,72,22.400982235699257,176.0593273073236,6.6,Cotton,8.58
Tripura,83,15,21,29.66734880302296,207.7888453599142,7.93,Sugarcane,10.86
Tamil Nadu,103,74,129,34.07729040011347,72.81931344677876,6.57,Maize,7.65
Uttarakhand,78,92,32,23.028887492874247,73.29759247357386,7.97,Cotton,6.06
Bihar,66,84,147,31.26803609501671,112.51229867977963,7.94,Maize,7.82
Karnataka,83,33,147,32.80599776985076,108.25360279402167,8.41,Maize,8.19
Jharkhand,58,11,83,27.76805109308711,70.45082497834649,7.68,Rice,6.05
Uttar Pradesh,94,86,81,26.899577895643713,60.883878001855884,6.51,Wheat,6.4
Assam,40,26,97,28.55572956843629,340.9510101758809,7.1,Rice,13.88
Madhya Pradesh,93,26,20,20.401064222654337,174.34550327924285,6.57,Sugarcane,9.13
West Bengal,102,14,118,26.387141168019085,223.19074975335454,7.28,Rice,11.37
Manipur,80,46,62,21.957871822984398,118.83908187127747,7.2,Cotton,7.36
Uttar Pradesh,57,82,143,28.49766596083569,79.2164720636284,6.0,Wheat,6.37
Telangana,79,22,18,27.31422600059338,63.73279392308479,8.02,Maize,6.22
Sikkim,88,16,148,29.56602938807006,110.31611442499359,8.29,Cotton,8.03
Assam,77,46,144,29.322047021701234,215.69565336110534,7.35,Rice,10.94
Tamil Nadu,100,53,145,26.696924603708432,153.0759572353465,8.31,Maize,9.26
Rajasthan,66,21,107,31.729949986074182,105.68762830197034,6.02,Cotton,7.66
Andhra Pradesh,34,78,84,21.204915101787105,57.75196405462499,8.29,Cotton,4.53
Nagaland,116,99,43,34.10819426882407,239.81068913032078,7.17,Wheat,12.93
Gujarat,30,76,150,25.73812557380444,85.61133139410683,7.94,Cotton,5.74
Punjab,34,11,56,18.974601058421776,120.91277308561364,7.24,Wheat,6.2
Maharashtra,109,93,12,35.7114135197487,98.29961548416728,6.29,Cotton,8.7
